,fname,class_name,height,width,xmin,ymin,xmax,ymax
807,../Data/Images/wheaten_terrier/wheaten_terrier_119.jpg,wheaten_terrier,375.0,500.0,106.0,158.0,268.0,290.0
808,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_150.jpg,english_cocker_spaniel,402.0,500.0,64.0,38.0,304.0,245.0
809,../Data/Images/yorkshire_terrier/yorkshire_terrier_104.jpg,yorkshire_terrier,500.0,332.0,206.0,47.0,373.0,202.0
810,../Data/Images/yorkshire_terrier/yorkshire_terrier_110.jpg,yorkshire_terrier,378.0,500.0,177.0,214.0,323.0,431.0
811,../Data/Images/japanese_chin/japanese_chin_169.jpg,japanese_chin,500.0,375.0,243.0,71.0,483.0,279.0
812,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_144.jpg,english_cocker_spaniel,340.0,500.0,56.0,182.0,289.0,460.0
813,../Data/Images/havanese/havanese_15.jpg,havanese,357.0,500.0,118.0,118.0,298.0,302.0
814,../Data/Images/wheaten_terrier/wheaten_terrier_125.jpg,wheaten_terrier,500.0,375.0,195.0,14.0,415.0,197.0
815,../Data/Images/persian/Persian_190.jpg,persian,333.0,500.0,128.0,13.0,296.0,142.0
816,../Data/Images/yorkshire_terrier/yorkshire_terrier_138.jpg,yorkshire_terrier,300.0,211.0,173.0,2.0,282.0,142.0
817,../Data/Images/japanese_chin/japanese_chin_141.jpg,japanese_chin,500.0,334.0,187.0,91.0,304.0,182.0
818,../Data/Images/persian/Persian_184.jpg,persian,500.0,375.0,130.0,24.0,366.0,237.0
819,../Data/Images/japanese_chin/japanese_chin_155.jpg,japanese_chin,375.0,500.0,97.0,120.0,301.0,293.0
820,../Data/Images/wheaten_terrier/wheaten_terrier_131.jpg,wheaten_terrier,375.0,500.0,79.0,44.0,335.0,304.0
821,../Data/Images/maine_coon/Maine_Coon_107.jpg,maine_coon,500.0,333.0,241.0,16.0,343.0,128.0
822,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_178.jpg,english_cocker_spaniel,333.0,500.0,50.0,118.0,313.0,405.0
823,../Data/Images/keeshond/keeshond_168.jpg,keeshond,500.0,375.0,138.0,47.0,287.0,234.0
824,../Data/Images/samoyed/samoyed_167.jpg,samoyed,500.0,335.0,125.0,50.0,311.0,231.0
825,../Data/Images/keeshond/keeshond_140.jpg,keeshond,500.0,375.0,77.0,1.0,217.0,159.0
826,../Data/Images/abyssinian/Abyssinian_157.jpg,abyssinian,500.0,375.0,87.0,1.0,295.0,204.0
827,../Data/Images/american_bulldog/american_bulldog_186.jpg,american_bulldog,375.0,500.0,74.0,230.0,289.0,432.0
828,../Data/Images/miniature_pinscher/miniature_pinscher_172.jpg,miniature_pinscher,300.0,202.0,136.0,45.0,214.0,109.0
829,../Data/Images/miniature_pinscher/miniature_pinscher_166.jpg,miniature_pinscher,300.0,201.0,180.0,60.0,248.0,131.0
830,../Data/Images/keeshond/keeshond_154.jpg,keeshond,500.0,375.0,136.0,86.0,207.0,172.0
831,../Data/Images/abyssinian/Abyssinian_143.jpg,abyssinian,500.0,461.0,160.0,20.0,411.0,260.0
832,../Data/Images/american_bulldog/american_bulldog_192.jpg,american_bulldog,500.0,406.0,67.0,125.0,237.0,358.0
833,../Data/Images/samoyed/samoyed_173.jpg,samoyed,500.0,334.0,188.0,60.0,276.0,196.0
834,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_100.jpg,staffordshire_bull_terrier,412.0,500.0,127.0,115.0,252.0,245.0
835,../Data/Images/bengal/Bengal_138.jpg,bengal,300.0,297.0,47.0,1.0,222.0,191.0
836,../Data/Images/bombay/Bombay_175.jpg,bombay,1152.0,864.0,528.0,157.0,865.0,488.0
837,../Data/Images/american_bulldog/american_bulldog_179.jpg,american_bulldog,500.0,334.0,39.0,9.0,415.0,312.0
838,../Data/Images/beagle/beagle_114.jpg,beagle,424.0,500.0,153.0,55.0,358.0,274.0
839,../Data/Images/beagle/beagle_100.jpg,beagle,333.0,500.0,3.0,1.0,297.0,289.0
840,../Data/Images/yorkshire_terrier/yorkshire_terrier_18.jpg,yorkshire_terrier,500.0,375.0,52.0,23.0,289.0,183.0
841,../Data/Images/bombay/Bombay_161.jpg,bombay,500.0,375.0,187.0,1.0,380.0,214.0
842,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_114.jpg,staffordshire_bull_terrier,500.0,375.0,197.0,103.0,380.0,246.0
843,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_15.jpg,staffordshire_bull_terrier,469.0,500.0,122.0,155.0,323.0,429.0
844,../Data/Images/bengal/Bengal_104.jpg,bengal,500.0,463.0,95.0,20.0,279.0,244.0
845,../Data/Images/beagle/beagle_128.jpg,beagle,500.0,333.0,124.0,47.0,310.0,220.0
846,../Data/Images/sphynx/Sphynx_127.jpg,sphynx,332.0,500.0,148.0,171.0,252.0,275.0
847,../Data/Images/keeshond/keeshond_183.jpg,keeshond,375.0,500.0,143.0,146.0,220.0,258.0
848,../Data/Images/american_bulldog/american_bulldog_151.jpg,american_bulldog,500.0,334.0,57.0,26.0,417.0,278.0
849,../Data/Images/abyssinian/Abyssinian_180.jpg,abyssinian,400.0,353.0,20.0,12.0,127.0,110.0
850,../Data/Images/sphynx/Sphynx_133.jpg,sphynx,333.0,500.0,115.0,49.0,244.0,190.0
851,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_128.jpg,staffordshire_bull_terrier,333.0,500.0,25.0,17.0,273.0,261.0
852,../Data/Images/bengal/Bengal_110.jpg,bengal,500.0,332.0,178.0,21.0,344.0,233.0
853,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_189.jpg,american_pit_bull_terrier,300.0,229.0,201.0,4.0,294.0,87.0
854,../Data/Images/havanese/havanese_103.jpg,havanese,375.0,500.0,1.0,26.0,365.0,359.0
855,../Data/Images/maine_coon/Maine_Coon_14.jpg,maine_coon,500.0,287.0,134.0,58.0,221.0,139.0
856,../Data/Images/havanese/havanese_117.jpg,havanese,500.0,367.0,37.0,34.0,325.0,276.0
857,../Data/Images/japanese_chin/japanese_chin_16.jpg,japanese_chin,338.0,500.0,46.0,66.0,298.0,253.0
858,../Data/Images/great_pyrenees/great_pyrenees_177.jpg,great_pyrenees,500.0,333.0,268.0,85.0,336.0,160.0
859,../Data/Images/boxer/boxer_157.jpg,boxer,333.0,500.0,33.0,27.0,244.0,281.0
860,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_15.jpg,english_cocker_spaniel,500.0,333.0,180.0,9.0,418.0,252.0
861,../Data/Images/leonberger/leonberger_133.jpg,leonberger,500.0,333.0,107.0,54.0,198.0,119.0
862,../Data/Images/leonberger/leonberger_127.jpg,leonberger,500.0,425.0,25.0,24.0,387.0,314.0
863,../Data/Images/great_pyrenees/great_pyrenees_163.jpg,great_pyrenees,500.0,357.0,46.0,137.0,144.0,220.0
864,../Data/Images/boxer/boxer_143.jpg,boxer,500.0,375.0,56.0,32.0,391.0,321.0
865,../Data/Images/great_pyrenees/great_pyrenees_188.jpg,great_pyrenees,500.0,333.0,191.0,127.0,282.0,225.0
866,../Data/Images/ragdoll/Ragdoll_172.jpg,ragdoll,500.0,333.0,256.0,1.0,425.0,223.0
867,../Data/Images/ragdoll/Ragdoll_166.jpg,ragdoll,500.0,382.0,137.0,93.0,284.0,243.0
868,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_176.jpg,american_pit_bull_terrier,300.0,240.0,89.0,13.0,211.0,127.0
869,../Data/Images/leonberger/leonberger_18.jpg,leonberger,263.0,500.0,122.0,267.0,203.0,361.0
870,../Data/Images/boxer/boxer_180.jpg,boxer,500.0,333.0,179.0,28.0,393.0,219.0
871,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_162.jpg,american_pit_bull_terrier,300.0,225.0,134.0,32.0,232.0,162.0
872,../Data/Images/saint_bernard/saint_bernard_101.jpg,saint_bernard,500.0,375.0,93.0,39.0,251.0,170.0
873,../Data/Images/scottish_terrier/scottish_terrier_122.jpg,scottish_terrier,449.0,439.0,259.0,47.0,394.0,219.0
874,../Data/Images/scottish_terrier/scottish_terrier_136.jpg,scottish_terrier,413.0,500.0,60.0,68.0,260.0,339.0
875,../Data/Images/saint_bernard/saint_bernard_115.jpg,saint_bernard,500.0,330.0,190.0,46.0,276.0,132.0
876,../Data/Images/siamese/Siamese_183.jpg,siamese,500.0,346.0,131.0,56.0,353.0,280.0
877,../Data/Images/basset_hound/basset_hound_102.jpg,basset_hound,500.0,332.0,1.0,1.0,450.0,332.0
878,../Data/Images/shiba_inu/shiba_inu_132.jpg,shiba_inu,334.0,500.0,21.0,125.0,334.0,400.0
879,../Data/Images/birman/Birman_177.jpg,birman,500.0,375.0,162.0,72.0,252.0,156.0
880,../Data/Images/egyptian_mau/Egyptian_Mau_163.jpg,egyptian_mau,500.0,330.0,83.0,1.0,236.0,148.0
881,../Data/Images/shiba_inu/shiba_inu_126.jpg,shiba_inu,500.0,332.0,312.0,1.0,405.0,119.0
882,../Data/Images/saint_bernard/saint_bernard_129.jpg,saint_bernard,500.0,375.0,240.0,157.0,283.0,196.0
883,../Data/Images/birman/Birman_163.jpg,birman,500.0,334.0,120.0,45.0,312.0,264.0
884,../Data/Images/basset_hound/basset_hound_116.jpg,basset_hound,500.0,375.0,239.0,94.0,353.0,236.0
885,../Data/Images/birman/Birman_188.jpg,birman,334.0,500.0,69.0,74.0,220.0,209.0
886,../Data/Images/egyptian_mau/Egyptian_Mau_188.jpg,egyptian_mau,502.0,376.0,325.0,103.0,451.0,212.0
887,../Data/Images/german_shorthaired/german_shorthaired_109.jpg,german_shorthaired,500.0,335.0,311.0,25.0,390.0,97.0
888,../Data/Images/english_setter/english_setter_148.jpg,english_setter,500.0,354.0,91.0,12.0,369.0,242.0
889,../Data/Images/siamese/Siamese_168.jpg,siamese,500.0,375.0,75.0,41.0,293.0,246.0
890,../Data/Images/newfoundland/newfoundland_127.jpg,newfoundland,500.0,333.0,116.0,56.0,305.0,240.0
891,../Data/Images/pomeranian/pomeranian_172.jpg,pomeranian,200.0,150.0,51.0,3.0,120.0,87.0
892,../Data/Images/siamese/Siamese_140.jpg,siamese,367.0,500.0,181.0,52.0,364.0,238.0
893,../Data/Images/german_shorthaired/german_shorthaired_121.jpg,german_shorthaired,500.0,375.0,354.0,108.0,404.0,152.0
894,../Data/Images/english_setter/english_setter_160.jpg,english_setter,375.0,500.0,145.0,135.0,277.0,307.0
895,../Data/Images/english_setter/english_setter_174.jpg,english_setter,500.0,333.0,242.0,11.0,377.0,109.0
896,../Data/Images/german_shorthaired/german_shorthaired_135.jpg,german_shorthaired,500.0,333.0,146.0,54.0,377.0,215.0
897,../Data/Images/siamese/Siamese_154.jpg,siamese,500.0,375.0,150.0,33.0,308.0,191.0
898,../Data/Images/newfoundland/newfoundland_133.jpg,newfoundland,500.0,375.0,237.0,83.0,335.0,169.0
899,../Data/Images/pomeranian/pomeranian_166.jpg,pomeranian,189.0,300.0,26.0,3.0,173.0,145.0
900,../Data/Images/newfoundland/newfoundland_168.jpg,newfoundland,500.0,375.0,193.0,85.0,305.0,179.0
901,../Data/Images/scottish_terrier/scottish_terrier_186.jpg,scottish_terrier,500.0,333.0,127.0,108.0,270.0,246.0
902,../Data/Images/pomeranian/pomeranian_12.jpg,pomeranian,500.0,375.0,186.0,1.0,418.0,284.0
903,../Data/Images/pomeranian/pomeranian_129.jpg,pomeranian,300.0,267.0,82.0,22.0,235.0,181.0
904,../Data/Images/english_setter/english_setter_113.jpg,english_setter,500.0,335.0,197.0,53.0,398.0,196.0
905,../Data/Images/german_shorthaired/german_shorthaired_152.jpg,german_shorthaired,333.0,500.0,73.0,154.0,287.0,303.0
906,../Data/Images/siamese/Siamese_133.jpg,siamese,334.0,500.0,80.0,122.0,251.0,294.0
907,../Data/Images/newfoundland/newfoundland_154.jpg,newfoundland,500.0,333.0,156.0,1.0,465.0,304.0
908,../Data/Images/pomeranian/pomeranian_101.jpg,pomeranian,500.0,375.0,142.0,66.0,235.0,198.0
909,../Data/Images/shiba_inu/shiba_inu_182.jpg,shiba_inu,500.0,444.0,138.0,1.0,408.0,327.0
910,../Data/Images/newfoundland/newfoundland_140.jpg,newfoundland,335.0,500.0,175.0,90.0,270.0,187.0
911,../Data/Images/pomeranian/pomeranian_115.jpg,pomeranian,300.0,233.0,148.0,7.0,235.0,124.0
912,../Data/Images/shiba_inu/shiba_inu_196.jpg,shiba_inu,500.0,333.0,230.0,44.0,374.0,226.0
913,../Data/Images/siamese/Siamese_127.jpg,siamese,500.0,334.0,275.0,28.0,435.0,222.0
914,../Data/Images/german_shorthaired/german_shorthaired_146.jpg,german_shorthaired,375.0,500.0,58.0,125.0,150.0,197.0
915,../Data/Images/english_setter/english_setter_107.jpg,english_setter,400.0,500.0,22.0,59.0,228.0,278.0
916,../Data/Images/egyptian_mau/Egyptian_Mau_138.jpg,egyptian_mau,448.0,336.0,283.0,15.0,411.0,142.0
917,../Data/Images/scottish_terrier/scottish_terrier_151.jpg,scottish_terrier,500.0,375.0,144.0,7.0,295.0,244.0
918,../Data/Images/saint_bernard/saint_bernard_172.jpg,saint_bernard,500.0,348.0,72.0,19.0,434.0,342.0
919,../Data/Images/birman/Birman_138.jpg,birman,332.0,500.0,38.0,1.0,284.0,232.0
920,../Data/Images/saint_bernard/saint_bernard_166.jpg,saint_bernard,500.0,329.0,208.0,128.0,351.0,253.0
921,../Data/Images/siamese/Siamese_18.jpg,siamese,500.0,333.0,167.0,91.0,284.0,228.0
922,../Data/Images/basset_hound/basset_hound_159.jpg,basset_hound,333.0,500.0,23.0,59.0,209.0,270.0
923,../Data/Images/scottish_terrier/scottish_terrier_145.jpg,scottish_terrier,500.0,375.0,148.0,71.0,295.0,182.0
924,../Data/Images/wheaten_terrier/wheaten_terrier_16.jpg,wheaten_terrier,500.0,332.0,217.0,71.0,351.0,228.0
925,../Data/Images/egyptian_mau/Egyptian_Mau_104.jpg,egyptian_mau,191.0,188.0,7.0,2.0,74.0,80.0
926,../Data/Images/shiba_inu/shiba_inu_141.jpg,shiba_inu,500.0,333.0,202.0,37.0,296.0,173.0
927,../Data/Images/birman/Birman_104.jpg,birman,357.0,500.0,138.0,73.0,225.0,176.0
928,../Data/Images/basset_hound/basset_hound_171.jpg,basset_hound,500.0,333.0,110.0,36.0,377.0,333.0
929,../Data/Images/basset_hound/basset_hound_165.jpg,basset_hound,500.0,375.0,32.0,16.0,271.0,300.0
930,../Data/Images/scottish_terrier/scottish_terrier_179.jpg,scottish_terrier,500.0,336.0,110.0,77.0,216.0,236.0
931,../Data/Images/shiba_inu/shiba_inu_155.jpg,shiba_inu,500.0,335.0,252.0,35.0,415.0,220.0
932,../Data/Images/birman/Birman_110.jpg,birman,500.0,375.0,219.0,26.0,426.0,225.0
933,../Data/Images/newfoundland/newfoundland_183.jpg,newfoundland,479.0,500.0,33.0,44.0,415.0,396.0
934,../Data/Images/egyptian_mau/Egyptian_Mau_110.jpg,egyptian_mau,240.0,194.0,165.0,65.0,224.0,127.0
935,../Data/Images/german_shorthaired/german_shorthaired_185.jpg,german_shorthaired,333.0,500.0,57.0,204.0,224.0,308.0
936,../Data/Images/ragdoll/Ragdoll_101.jpg,ragdoll,333.0,500.0,73.0,37.0,231.0,209.0
937,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_139.jpg,american_pit_bull_terrier,300.0,219.0,62.0,32.0,118.0,88.0
938,../Data/Images/ragdoll/Ragdoll_115.jpg,ragdoll,500.0,333.0,43.0,40.0,300.0,291.0
939,../Data/Images/leonberger/leonberger_183.jpg,leonberger,500.0,375.0,226.0,78.0,373.0,201.0
940,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_105.jpg,american_pit_bull_terrier,333.0,500.0,126.0,100.0,246.0,247.0
941,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_111.jpg,american_pit_bull_terrier,300.0,225.0,78.0,32.0,231.0,166.0
942,../Data/Images/ragdoll/Ragdoll_129.jpg,ragdoll,335.0,500.0,57.0,113.0,207.0,269.0
943,../Data/Images/boxer/boxer_118.jpg,boxer,500.0,375.0,145.0,105.0,196.0,169.0
944,../Data/Images/great_pyrenees/great_pyrenees_138.jpg,great_pyrenees,300.0,225.0,102.0,26.0,176.0,88.0
945,../Data/Images/havanese/havanese_170.jpg,havanese,500.0,318.0,227.0,83.0,302.0,140.0
946,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_11.jpg,american_pit_bull_terrier,375.0,500.0,159.0,34.0,320.0,169.0
947,../Data/Images/leonberger/leonberger_168.jpg,leonberger,500.0,375.0,287.0,140.0,418.0,263.0
948,../Data/Images/havanese/havanese_164.jpg,havanese,500.0,340.0,201.0,124.0,316.0,256.0
949,../Data/Images/bengal/Bengal_11.jpg,bengal,500.0,336.0,69.0,74.0,188.0,186.0
950,../Data/Images/samoyed/samoyed_12.jpg,samoyed,375.0,500.0,108.0,48.0,239.0,221.0
951,../Data/Images/leonberger/leonberger_140.jpg,leonberger,500.0,375.0,93.0,65.0,225.0,195.0
952,../Data/Images/boxer/boxer_124.jpg,boxer,500.0,333.0,232.0,161.0,259.0,189.0
953,../Data/Images/great_pyrenees/great_pyrenees_104.jpg,great_pyrenees,500.0,396.0,24.0,47.0,322.0,339.0
954,../Data/Images/boxer/boxer_130.jpg,boxer,500.0,375.0,95.0,1.0,390.0,245.0
955,../Data/Images/great_pyrenees/great_pyrenees_110.jpg,great_pyrenees,480.0,360.0,76.0,21.0,183.0,139.0
956,../Data/Images/leonberger/leonberger_154.jpg,leonberger,500.0,375.0,172.0,55.0,363.0,309.0
957,../Data/Images/havanese/havanese_158.jpg,havanese,500.0,375.0,137.0,45.0,338.0,243.0
958,../Data/Images/sphynx/Sphynx_168.jpg,sphynx,333.0,500.0,62.0,46.0,255.0,238.0
959,../Data/Images/beagle/beagle_167.jpg,beagle,500.0,375.0,321.0,135.0,443.0,227.0
960,../Data/Images/bombay/Bombay_106.jpg,bombay,167.0,250.0,33.0,32.0,106.0,118.0
961,../Data/Images/miniature_pinscher/miniature_pinscher_11.jpg,miniature_pinscher,500.0,375.0,79.0,12.0,385.0,306.0
962,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_173.jpg,staffordshire_bull_terrier,500.0,375.0,101.0,49.0,298.0,221.0
963,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_167.jpg,staffordshire_bull_terrier,500.0,375.0,138.0,103.0,319.0,292.0
964,../Data/Images/bombay/Bombay_112.jpg,bombay,190.0,168.0,126.0,32.0,175.0,86.0
965,../Data/Images/beagle/beagle_173.jpg,beagle,352.0,288.0,100.0,143.0,212.0,257.0
966,../Data/Images/american_bulldog/american_bulldog_136.jpg,american_bulldog,333.0,500.0,57.0,142.0,230.0,340.0
967,../Data/Images/bengal/Bengal_177.jpg,bengal,225.0,300.0,67.0,110.0,113.0,157.0
968,../Data/Images/bengal/Bengal_163.jpg,bengal,300.0,225.0,154.0,50.0,216.0,112.0
969,../Data/Images/german_shorthaired/german_shorthaired_13.jpg,german_shorthaired,500.0,375.0,251.0,17.0,367.0,120.0
970,../Data/Images/american_bulldog/american_bulldog_122.jpg,american_bulldog,500.0,333.0,168.0,19.0,331.0,162.0
971,../Data/Images/abyssinian/Abyssinian_118.jpg,abyssinian,333.0,500.0,1.0,34.0,257.0,303.0
972,../Data/Images/samoyed/samoyed_128.jpg,samoyed,500.0,375.0,80.0,1.0,340.0,200.0
973,../Data/Images/bengal/Bengal_188.jpg,bengal,450.0,325.0,47.0,1.0,229.0,158.0
974,../Data/Images/chihuahua/chihuahua_14.jpg,chihuahua,492.0,500.0,106.0,17.0,433.0,341.0
975,../Data/Images/miniature_pinscher/miniature_pinscher_129.jpg,miniature_pinscher,300.0,225.0,138.0,65.0,184.0,130.0
976,../Data/Images/miniature_pinscher/miniature_pinscher_101.jpg,miniature_pinscher,500.0,492.0,151.0,20.0,296.0,191.0
977,../Data/Images/sphynx/Sphynx_197.jpg,sphynx,498.0,500.0,299.0,79.0,423.0,211.0
978,../Data/Images/keeshond/keeshond_133.jpg,keeshond,375.0,500.0,151.0,157.0,246.0,277.0
979,../Data/Images/abyssinian/Abyssinian_124.jpg,abyssinian,333.0,500.0,88.0,94.0,207.0,195.0
980,../Data/Images/samoyed/samoyed_114.jpg,samoyed,500.0,375.0,176.0,112.0,236.0,199.0
981,../Data/Images/samoyed/samoyed_100.jpg,samoyed,500.0,334.0,136.0,1.0,344.0,304.0
982,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_198.jpg,staffordshire_bull_terrier,500.0,330.0,145.0,111.0,300.0,209.0
983,../Data/Images/keeshond/keeshond_127.jpg,keeshond,500.0,333.0,150.0,78.0,272.0,182.0
984,../Data/Images/abyssinian/Abyssinian_130.jpg,abyssinian,333.0,500.0,93.0,85.0,255.0,230.0
985,../Data/Images/miniature_pinscher/miniature_pinscher_115.jpg,miniature_pinscher,300.0,210.0,178.0,4.0,263.0,160.0
986,../Data/Images/sphynx/Sphynx_183.jpg,sphynx,375.0,500.0,92.0,11.0,233.0,154.0
987,../Data/Images/yorkshire_terrier/yorkshire_terrier_177.jpg,yorkshire_terrier,375.0,500.0,76.0,89.0,287.0,210.0
988,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_123.jpg,english_cocker_spaniel,403.0,302.0,26.0,147.0,236.0,289.0
989,../Data/Images/american_bulldog/american_bulldog_11.jpg,american_bulldog,500.0,375.0,154.0,66.0,326.0,253.0
990,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_137.jpg,english_cocker_spaniel,500.0,375.0,166.0,116.0,288.0,278.0
991,../Data/Images/maine_coon/Maine_Coon_148.jpg,maine_coon,500.0,375.0,293.0,118.0,368.0,215.0
992,../Data/Images/yorkshire_terrier/yorkshire_terrier_163.jpg,yorkshire_terrier,500.0,375.0,236.0,10.0,375.0,214.0
993,../Data/Images/japanese_chin/japanese_chin_132.jpg,japanese_chin,500.0,371.0,28.0,10.0,266.0,201.0
994,../Data/Images/russian_blue/Russian_Blue_185.jpg,russian_blue,355.0,500.0,70.0,7.0,306.0,279.0
995,../Data/Images/bombay/Bombay_1.jpg,bombay,183.0,275.0,93.0,43.0,151.0,99.0
996,../Data/Images/wheaten_terrier/wheaten_terrier_156.jpg,wheaten_terrier,500.0,375.0,98.0,46.0,179.0,134.0
997,../Data/Images/abyssinian/Abyssinian_16.jpg,abyssinian,500.0,335.0,375.0,53.0,458.0,134.0
998,../Data/Images/maine_coon/Maine_Coon_160.jpg,maine_coon,500.0,333.0,192.0,88.0,310.0,212.0
999,../Data/Images/maine_coon/Maine_Coon_174.jpg,maine_coon,375.0,500.0,145.0,37.0,257.0,165.0
1000,../Data/Images/wheaten_terrier/wheaten_terrier_142.jpg,wheaten_terrier,500.0,375.0,272.0,179.0,379.0,266.0
1001,../Data/Images/russian_blue/Russian_Blue_191.jpg,russian_blue,335.0,500.0,36.0,14.0,289.0,312.0
1002,../Data/Images/japanese_chin/japanese_chin_126.jpg,japanese_chin,500.0,358.0,140.0,80.0,229.0,152.0
1003,../Data/Images/british_shorthair/British_Shorthair_117.jpg,british_shorthair,500.0,375.0,178.0,107.0,294.0,223.0
1004,../Data/Images/newfoundland/newfoundland_14.jpg,newfoundland,500.0,379.0,148.0,39.0,355.0,244.0
1005,../Data/Images/chihuahua/chihuahua_114.jpg,chihuahua,300.0,220.0,53.0,27.0,239.0,121.0
1006,../Data/Images/birman/Birman_16.jpg,birman,500.0,333.0,65.0,16.0,294.0,221.0
1007,../Data/Images/chihuahua/chihuahua_100.jpg,chihuahua,500.0,375.0,95.0,20.0,299.0,290.0
1008,../Data/Images/persian/Persian_108.jpg,persian,434.0,500.0,225.0,52.0,381.0,195.0
1009,../Data/Images/british_shorthair/British_Shorthair_103.jpg,british_shorthair,500.0,333.0,108.0,149.0,199.0,229.0
1010,../Data/Images/pug/pug_148.jpg,pug,300.0,200.0,70.0,48.0,168.0,120.0
1011,../Data/Images/russian_blue/Russian_Blue_146.jpg,russian_blue,293.0,500.0,36.0,65.0,137.0,172.0
1012,../Data/Images/persian/Persian_120.jpg,persian,375.0,500.0,112.0,64.0,217.0,164.0
1013,../Data/Images/yorkshire_terrier/yorkshire_terrier_188.jpg,yorkshire_terrier,500.0,334.0,94.0,36.0,378.0,263.0
1014,../Data/Images/pug/pug_160.jpg,pug,300.0,225.0,130.0,38.0,237.0,132.0
1015,../Data/Images/persian/Persian_16.jpg,persian,375.0,500.0,195.0,61.0,374.0,177.0
1016,../Data/Images/chihuahua/chihuahua_128.jpg,chihuahua,300.0,225.0,94.0,35.0,235.0,136.0
1017,../Data/Images/wheaten_terrier/wheaten_terrier_181.jpg,wheaten_terrier,500.0,330.0,120.0,1.0,331.0,222.0
1018,../Data/Images/persian/Persian_134.jpg,persian,500.0,375.0,336.0,15.0,486.0,158.0
1019,../Data/Images/pug/pug_174.jpg,pug,300.0,225.0,102.0,42.0,208.0,146.0
1020,../Data/Images/russian_blue/Russian_Blue_152.jpg,russian_blue,500.0,333.0,160.0,6.0,416.0,265.0
1021,../Data/Images/wheaten_terrier/wheaten_terrier_180.jpg,wheaten_terrier,500.0,330.0,194.0,121.0,295.0,228.0
1022,../Data/Images/russian_blue/Russian_Blue_153.jpg,russian_blue,400.0,267.0,86.0,28.0,306.0,258.0
1023,../Data/Images/pug/pug_175.jpg,pug,300.0,224.0,85.0,43.0,210.0,164.0
1024,../Data/Images/persian/Persian_135.jpg,persian,500.0,352.0,158.0,3.0,384.0,183.0
1025,../Data/Images/pug/pug_161.jpg,pug,300.0,281.0,65.0,36.0,199.0,166.0
1026,../Data/Images/yorkshire_terrier/yorkshire_terrier_189.jpg,yorkshire_terrier,500.0,334.0,274.0,84.0,402.0,207.0
1027,../Data/Images/persian/Persian_121.jpg,persian,333.0,500.0,1.0,42.0,328.0,308.0
1028,../Data/Images/russian_blue/Russian_Blue_147.jpg,russian_blue,500.0,375.0,224.0,41.0,394.0,216.0
1029,../Data/Images/chihuahua/chihuahua_129.jpg,chihuahua,273.0,300.0,83.0,1.0,217.0,147.0
1030,../Data/Images/persian/Persian_17.jpg,persian,375.0,500.0,1.0,100.0,375.0,453.0
1031,../Data/Images/chihuahua/chihuahua_101.jpg,chihuahua,500.0,334.0,255.0,30.0,354.0,111.0
1032,../Data/Images/pug/pug_149.jpg,pug,300.0,253.0,100.0,15.0,241.0,135.0
1033,../Data/Images/british_shorthair/British_Shorthair_102.jpg,british_shorthair,500.0,333.0,203.0,7.0,343.0,159.0
1034,../Data/Images/newfoundland/newfoundland_15.jpg,newfoundland,500.0,333.0,87.0,26.0,288.0,249.0
1035,../Data/Images/british_shorthair/British_Shorthair_116.jpg,british_shorthair,500.0,500.0,131.0,80.0,432.0,366.0
1036,../Data/Images/birman/Birman_17.jpg,birman,359.0,500.0,118.0,10.0,292.0,217.0
1037,../Data/Images/chihuahua/chihuahua_115.jpg,chihuahua,300.0,279.0,84.0,17.0,223.0,138.0
1038,../Data/Images/wheaten_terrier/wheaten_terrier_143.jpg,wheaten_terrier,375.0,500.0,88.0,85.0,266.0,231.0
1039,../Data/Images/maine_coon/Maine_Coon_175.jpg,maine_coon,375.0,500.0,102.0,15.0,272.0,204.0
1040,../Data/Images/japanese_chin/japanese_chin_127.jpg,japanese_chin,375.0,500.0,126.0,104.0,248.0,197.0
1041,../Data/Images/russian_blue/Russian_Blue_184.jpg,russian_blue,500.0,314.0,339.0,90.0,422.0,166.0
1042,../Data/Images/japanese_chin/japanese_chin_133.jpg,japanese_chin,500.0,333.0,68.0,96.0,199.0,248.0
1043,../Data/Images/maine_coon/Maine_Coon_161.jpg,maine_coon,500.0,333.0,165.0,31.0,356.0,235.0
